customer_id,customer_name,segment,region,account_created
CUST2030,Customer 2030,Small Business,West,2022-07-01
CUST2031,Customer 2031,Education,West,2021-07-03
CUST2032,Customer 2032,Education,North,2022-05-15
CUST2033,Customer 2033,Individual,Central,2021-01-16
CUST2034,Customer 2034,Education,West,2020-07-09
CUST2035,Customer 2035,Enterprise,Central,2021-11-30
CUST2036,Customer 2036,Education,South,2020-11-13
CUST2037,Customer 2037,Education,Central,2022-12-10
CUST2038,Customer 2038,Enterprise,East,2022-08-16
CUST2039,Customer 2039,Education,North,2022-09-05
CUST2040,Customer 2040,Individual,South,2020-09-18
CUST2041,Customer 2041,Individual,South,2022-12-07
CUST2042,Customer 2042,Education,East,2020-04-07
CUST2043,Customer 2043,Enterprise,North,2022-11-17
CUST2044,Customer 2044,Enterprise,Central,2022-05-20
CUST2045,Customer 2045,Education,North,2022-08-09
CUST2046,Customer 2046,Individual,East,2021-06-05
CUST2047,Customer 2047,Enterprise,Central,2020-02-03
CUST2048,Customer 2048,Enterprise,West,2021-01-02
CUST2049,Customer 2049,Small Business,West,2020-04-02
CUST2050,Customer 2050,Enterprise,West,2021-09-01
CUST2051,Customer 2051,Individual,Central,2022-07-20
CUST2052,Customer 2052,Education,Central,2021-06-26
CUST2053,Customer 2053,Individual,South,2021-03-08
CUST2054,Customer 2054,Small Business,North,2021-06-15
CUST2055,Customer 2055,Enterprise,West,2022-12-30
CUST2056,Customer 2056,Enterprise,North,2022-03-19
CUST2057,Customer 2057,Enterprise,North,2020-12-17
CUST2058,Customer 2058,Education,West,2022-04-09
CUST2059,Customer 2059,Education,East,2022-01-08
CUST2060,Customer 2060,Education,East,2020-06-28
CUST2061,Customer 2061,Small Business,South,2020-01-29
CUST2062,Customer 2062,Small Business,North,2020-02-02
CUST2063,Customer 2063,Small Business,North,2021-03-04
CUST2064,Customer 2064,Education,South,2021-05-10
CUST2065,Customer 2065,Education,Central,2021-01-25
CUST2066,Customer 2066,Enterprise,East,2022-08-07
CUST2067,Customer 2067,Small Business,West,2022-05-14
CUST2068,Customer 2068,Enterprise,North,2020-12-06
CUST2069,Customer 2069,Small Business,West,2022-09-20
CUST2070,Customer 2070,Education,North,2022-07-09
CUST2071,Customer 2071,Small Business,South,2021-08-26
CUST2072,Customer 2072,Education,North,2021-11-14
CUST2073,Customer 2073,Enterprise,North,2022-06-03
CUST2074,Customer 2074,Education,West,2021-08-18
CUST2075,Customer 2075,Enterprise,West,2022-03-29
CUST2076,Customer 2076,Education,Central,2022-09-26
CUST2077,Customer 2077,Small Business,North,2022-12-17
CUST2078,Customer 2078,Enterprise,West,2021-10-08
CUST2079,Customer 2079,Enterprise,East,2022-05-04
CUST2080,Customer 2080,Education,North,2022-10-10
CUST2081,Customer 2081,Individual,West,2022-06-12
CUST2082,Customer 2082,Enterprise,South,2021-08-12
CUST2083,Customer 2083,Small Business,West,2021-12-05
CUST2084,Customer 2084,Education,South,2022-11-05
CUST2085,Customer 2085,Small Business,Central,2021-11-25
CUST2086,Customer 2086,Education,South,2021-08-23
CUST2087,Customer 2087,Education,West,2022-01-07
CUST2088,Customer 2088,Education,South,2021-02-28
CUST2089,Customer 2089,Individual,North,2022-09-15
CUST2090,Customer 2090,Small Business,South,2021-02-12
CUST2091,Customer 2091,Small Business,Central,2022-10-04
CUST2092,Customer 2092,Enterprise,West,2022-10-08
CUST2093,Customer 2093,Individual,South,2021-03-04
CUST2094,Customer 2094,Enterprise,North,2022-01-04
CUST2095,Customer 2095,Individual,East,2020-11-20
CUST2096,Customer 2096,Small Business,Central,2020-03-06
CUST2097,Customer 2097,Enterprise,East,2022-05-31
CUST2098,Customer 2098,Enterprise,Central,2021-04-09
CUST2099,Customer 2099,Enterprise,Central,2021-04-03
CUST2100,Customer 2100,Education,East,2021-11-27
CUST2101,Customer 2101,Individual,North,2021-07-01
CUST2102,Customer 2102,Small Business,Central,2020-08-01
CUST2103,Customer 2103,Enterprise,West,2022-07-25
CUST2104,Customer 2104,Enterprise,North,2020-07-27
CUST2105,Customer 2105,Enterprise,Central,2020-08-03
CUST2106,Customer 2106,Small Business,North,2021-02-24
CUST2107,Customer 2107,Individual,South,2021-08-21
CUST2108,Customer 2108,Education,Central,2022-10-17
CUST2109,Customer 2109,Enterprise,South,2022-01-14
CUST2110,Customer 2110,Individual,South,2020-09-08
CUST2111,Customer 2111,Small Business,West,2022-05-01
CUST2112,Customer 2112,Enterprise,South,2022-08-28
CUST2113,Customer 2113,Individual,East,2022-10-31
CUST2114,Customer 2114,Small Business,North,2021-06-28
CUST2115,Customer 2115,Individual,West,2022-01-08
CUST2116,Customer 2116,Small Business,South,2022-12-20
CUST2117,Customer 2117,Education,South,2020-10-09
CUST2118,Customer 2118,Education,West,2022-04-18
CUST2119,Customer 2119,Education,Central,2022-01-10
CUST2120,Customer 2120,Enterprise,West,2020-10-25
CUST2121,Customer 2121,Enterprise,Central,2020-05-22
CUST2122,Customer 2122,Enterprise,East,2021-10-06
CUST2123,Customer 2123,Education,South,2022-06-07
CUST2124,Customer 2124,Enterprise,West,2020-03-16
CUST2125,Customer 2125,Small Business,Central,2020-04-28
CUST2126,Customer 2126,Individual,West,2022-04-03
CUST2127,Customer 2127,Individual,East,2021-12-05
CUST2128,Customer 2128,Enterprise,East,2022-12-16
CUST2129,Customer 2129,Small Business,West,2022-07-02
CUST2130,Customer 2130,Small Business,Central,2022-06-24
CUST2131,Customer 2131,Individual,West,2021-02-08
CUST2132,Customer 2132,Individual,North,2020-03-16
CUST2133,Customer 2133,Individual,West,2020-09-15
CUST2134,Customer 2134,Individual,South,2020-07-09
CUST2135,Customer 2135,Individual,Central,2021-11-28
CUST2136,Customer 2136,Small Business,North,2020-02-27
CUST2137,Customer 2137,Individual,South,2021-09-14
CUST2138,Customer 2138,Education,Central,2020-08-14
CUST2139,Customer 2139,Enterprise,East,2021-06-15
CUST2140,Customer 2140,Individual,North,2020-04-07
CUST2141,Customer 2141,Enterprise,West,2021-09-02
CUST2142,Customer 2142,Enterprise,West,2021-11-25
CUST2143,Customer 2143,Small Business,Central,2022-12-28
CUST2144,Customer 2144,Small Business,East,2021-09-04
CUST2145,Customer 2145,Individual,Central,2020-10-13
CUST2146,Customer 2146,Education,Central,2021-05-22
CUST2147,Customer 2147,Enterprise,East,2022-11-23
CUST2148,Customer 2148,Small Business,East,2022-07-19
CUST2149,Customer 2149,Enterprise,South,2022-05-21
CUST2150,Customer 2150,Education,North,2020-07-07
CUST2151,Customer 2151,Enterprise,West,2020-09-23
CUST2152,Customer 2152,Education,South,2022-07-02
CUST2153,Customer 2153,Enterprise,East,2022-12-13
CUST2154,Customer 2154,Education,Central,2022-11-28
CUST2155,Customer 2155,Education,East,2022-10-18
CUST2156,Customer 2156,Education,West,2022-09-29
CUST2157,Customer 2157,Education,South,2020-10-22
CUST2158,Customer 2158,Small Business,West,2022-07-26
CUST2159,Customer 2159,Small Business,Central,2022-12-19
CUST2160,Customer 2160,Enterprise,South,2022-07-21
CUST2161,Customer 2161,Education,North,2020-11-17
CUST2162,Customer 2162,Individual,North,2022-04-16
CUST2163,Customer 2163,Enterprise,North,2022-01-26
CUST2164,Customer 2164,Individual,North,2022-12-06
CUST2165,Customer 2165,Small Business,North,2022-01-30
CUST2166,Customer 2166,Individual,East,2021-09-13
CUST2167,Customer 2167,Individual,West,2020-02-27
CUST2168,Customer 2168,Small Business,South,2022-05-13
CUST2169,Customer 2169,Enterprise,East,2021-08-03
CUST2170,Customer 2170,Small Business,South,2022-09-28
CUST2171,Customer 2171,Enterprise,North,2021-12-15
CUST2172,Customer 2172,Enterprise,North,2022-05-05
CUST2173,Customer 2173,Education,Central,2021-09-26
CUST2174,Customer 2174,Education,East,2022-02-11
CUST2175,Customer 2175,Education,Central,2020-09-28
CUST2176,Customer 2176,Small Business,Central,2022-08-01
CUST2177,Customer 2177,Education,West,2020-11-01
CUST2178,Customer 2178,Individual,North,2022-04-18
CUST2179,Customer 2179,Education,South,2022-03-20
CUST2180,Customer 2180,Individual,Central,2020-04-03
CUST2181,Customer 2181,Education,East,2020-06-30
CUST2182,Customer 2182,Small Business,North,2021-09-24
CUST2183,Customer 2183,Enterprise,Central,2020-06-23
CUST2184,Customer 2184,Small Business,Central,2020-04-18
CUST2185,Customer 2185,Small Business,West,2022-10-26
CUST2186,Customer 2186,Enterprise,North,2022-12-25
CUST2187,Customer 2187,Small Business,North,2021-07-17
CUST2188,Customer 2188,Small Business,South,2022-06-28
CUST2189,Customer 2189,Enterprise,Central,2021-10-18
CUST2190,Customer 2190,Education,Central,2020-04-02
CUST2191,Customer 2191,Education,North,2021-11-27
CUST2192,Customer 2192,Education,South,2022-04-29
CUST2193,Customer 2193,Enterprise,Central,2021-10-11
CUST2194,Customer 2194,Education,East,2020-07-05
CUST2195,Customer 2195,Enterprise,North,2020-12-10
CUST2196,Customer 2196,Individual,South,2021-01-09
CUST2197,Customer 2197,Individual,North,2020-11-11
CUST2198,Customer 2198,Individual,West,2020-12-12
CUST2199,Customer 2199,Enterprise,Central,2021-10-28
CUST2200,Customer 2200,Small Business,North,2020-04-29
CUST2201,Customer 2201,Individual,West,2020-07-21
CUST2202,Customer 2202,Individual,South,2022-04-25
CUST2203,Customer 2203,Individual,East,2022-02-08
CUST2204,Customer 2204,Enterprise,North,2021-02-18
CUST2205,Customer 2205,Small Business,Central,2021-04-29
CUST2206,Customer 2206,Education,Central,2022-10-30
CUST2207,Customer 2207,Education,North,2021-07-05
CUST2208,Customer 2208,Enterprise,East,2022-08-09
CUST2209,Customer 2209,Education,North,2022-09-18
CUST2210,Customer 2210,Enterprise,West,2021-04-23
CUST2211,Customer 2211,Enterprise,East,2020-07-26
CUST2212,Customer 2212,Small Business,Central,2020-09-14
CUST2213,Customer 2213,Individual,Central,2022-04-13
CUST2214,Customer 2214,Education,North,2022-10-21
CUST2215,Customer 2215,Small Business,South,2022-02-03
CUST2216,Customer 2216,Small Business,South,2022-05-17
CUST2217,Customer 2217,Education,North,2020-01-03
CUST2218,Customer 2218,Education,Central,2021-08-15
CUST2219,Customer 2219,Small Business,North,2020-05-03
CUST2220,Customer 2220,Education,East,2021-05-28
CUST2221,Customer 2221,Education,East,2021-03-11
CUST2222,Customer 2222,Individual,North,2020-11-26
CUST2223,Customer 2223,Enterprise,East,2020-07-02
CUST2224,Customer 2224,Education,North,2020-10-13
CUST2225,Customer 2225,Individual,West,2021-03-07
CUST2226,Customer 2226,Individual,East,2021-06-19
CUST2227,Customer 2227,Education,East,2021-05-18
CUST2228,Customer 2228,Individual,East,2021-03-07
CUST2229,Customer 2229,Education,Central,2021-11-03
CUST2230,Customer 2230,Enterprise,South,2020-01-05
CUST2231,Customer 2231,Education,North,2020-01-20
CUST2232,Customer 2232,Small Business,West,2022-09-28
CUST2233,Customer 2233,Education,Central,2020-06-15
CUST2234,Customer 2234,Enterprise,Central,2020-03-04
CUST2235,Customer 2235,Education,North,2021-12-23
CUST2236,Customer 2236,Education,Central,2022-01-03
CUST2237,Customer 2237,Education,South,2020-01-18
CUST2238,Customer 2238,Enterprise,West,2022-01-28
CUST2239,Customer 2239,Small Business,West,2020-01-20
CUST2240,Customer 2240,Small Business,North,2021-07-29
CUST2241,Customer 2241,Individual,South,2020-07-03
CUST2242,Customer 2242,Individual,South,2021-04-24
CUST2243,Customer 2243,Education,East,2020-03-16
CUST2244,Customer 2244,Individual,West,2021-03-04
CUST2245,Customer 2245,Enterprise,South,2022-03-22
CUST2246,Customer 2246,Enterprise,East,2022-10-21
CUST2247,Customer 2247,Education,South,2021-01-31
CUST2248,Customer 2248,Small Business,North,2020-09-19
CUST2249,Customer 2249,Enterprise,South,2021-06-15
CUST2250,Customer 2250,Small Business,Central,2021-07-15
CUST2251,Customer 2251,Small Business,North,2022-12-27
CUST2252,Customer 2252,Individual,Central,2022-07-18
CUST2253,Customer 2253,Enterprise,West,2020-04-16
CUST2254,Customer 2254,Individual,West,2022-04-13
CUST2255,Customer 2255,Individual,North,2022-11-27
CUST2256,Customer 2256,Education,West,2022-01-10
CUST2257,Customer 2257,Enterprise,South,2020-04-06
CUST2258,Customer 2258,Individual,West,2022-12-26
CUST2259,Customer 2259,Education,East,2020-01-11
CUST2260,Customer 2260,Education,South,2021-11-16
CUST2261,Customer 2261,Enterprise,Central,2020-02-21
CUST2262,Customer 2262,Small Business,West,2020-06-01
CUST2263,Customer 2263,Small Business,South,2020-12-02
CUST2264,Customer 2264,Individual,East,2020-05-08
CUST2265,Customer 2265,Enterprise,North,2022-09-09
CUST2266,Customer 2266,Education,North,2021-11-15
CUST2267,Customer 2267,Individual,South,2020-08-08
CUST2268,Customer 2268,Education,South,2021-11-28
CUST2269,Customer 2269,Enterprise,East,2022-11-30
CUST2270,Customer 2270,Small Business,North,2022-06-17
CUST2271,Customer 2271,Enterprise,West,2020-09-12
CUST2272,Customer 2272,Enterprise,North,2020-03-09
CUST2273,Customer 2273,Education,East,2020-05-13
CUST2274,Customer 2274,Small Business,North,2022-06-24
CUST2275,Customer 2275,Enterprise,East,2022-06-03
CUST2276,Customer 2276,Enterprise,North,2020-04-24
CUST2277,Customer 2277,Enterprise,East,2022-02-20
CUST2278,Customer 2278,Education,North,2022-04-21
CUST2279,Customer 2279,Small Business,Central,2020-01-22
CUST2280,Customer 2280,Education,West,2022-08-08
CUST2281,Customer 2281,Education,Central,2020-07-26
CUST2282,Customer 2282,Individual,North,2022-07-18
CUST2283,Customer 2283,Individual,Central,2021-01-29
CUST2284,Customer 2284,Enterprise,North,2020-01-26
CUST2285,Customer 2285,Enterprise,Central,2021-01-31
CUST2286,Customer 2286,Small Business,Central,2021-06-08
CUST2287,Customer 2287,Individual,West,2022-09-12
CUST2288,Customer 2288,Education,South,2021-05-12
CUST2289,Customer 2289,Small Business,North,2020-05-03
CUST2290,Customer 2290,Small Business,East,2022-06-11
CUST2291,Customer 2291,Individual,East,2020-10-25
CUST2292,Customer 2292,Small Business,West,2021-09-24
CUST2293,Customer 2293,Individual,East,2022-01-25
CUST2294,Customer 2294,Enterprise,Central,2020-10-23
CUST2295,Customer 2295,Enterprise,South,2022-11-04
CUST2296,Customer 2296,Enterprise,West,2021-12-05
CUST2297,Customer 2297,Small Business,South,2021-02-16
CUST2298,Customer 2298,Enterprise,East,2021-01-22
CUST2299,Customer 2299,Education,West,2021-11-09
CUST2300,Customer 2300,Individual,Central,2021-09-05
CUST2301,Customer 2301,Education,East,2020-11-28
CUST2302,Customer 2302,Enterprise,West,2020-03-27
CUST2303,Customer 2303,Education,South,2020-01-08
CUST2304,Customer 2304,Small Business,South,2022-08-13
CUST2305,Customer 2305,Small Business,South,2022-09-11
CUST2306,Customer 2306,Individual,West,2021-02-24
CUST2307,Customer 2307,Education,South,2020-01-14
CUST2308,Customer 2308,Individual,North,2020-05-31
CUST2309,Customer 2309,Individual,North,2020-08-23
CUST2310,Customer 2310,Small Business,East,2022-06-20
CUST2311,Customer 2311,Small Business,Central,2022-01-07
CUST2312,Customer 2312,Enterprise,North,2021-02-11
CUST2313,Customer 2313,Small Business,East,2020-12-22
CUST2314,Customer 2314,Small Business,East,2020-12-22
CUST2315,Customer 2315,Individual,Central,2021-05-18
CUST2316,Customer 2316,Small Business,South,2020-02-14
CUST2317,Customer 2317,Small Business,East,2020-07-26
CUST2318,Customer 2318,Enterprise,South,2022-02-15
CUST2319,Customer 2319,Enterprise,East,2021-03-06
CUST2320,Customer 2320,Individual,West,2021-05-06
CUST2321,Customer 2321,Individual,East,2020-12-16
CUST2322,Customer 2322,Education,North,2020-08-30
CUST2323,Customer 2323,Small Business,South,2021-01-23
CUST2324,Customer 2324,Small Business,Central,2022-02-13
CUST2325,Customer 2325,Individual,East,2022-05-29
CUST2326,Customer 2326,Small Business,North,2021-01-22
CUST2327,Customer 2327,Individual,South,2021-11-02
CUST2328,Customer 2328,Small Business,North,2021-07-27
CUST2329,Customer 2329,Small Business,Central,2022-09-28
CUST2330,Customer 2330,Small Business,North,2022-08-21
CUST2331,Customer 2331,Enterprise,South,2022-11-07
CUST2332,Customer 2332,Education,Central,2022-02-05
CUST2333,Customer 2333,Education,Central,2022-08-08
CUST2334,Customer 2334,Small Business,East,2022-02-04
CUST2335,Customer 2335,Education,West,2022-08-28
CUST2336,Customer 2336,Individual,Central,2022-04-01
CUST2337,Customer 2337,Enterprise,South,2021-03-25
CUST2338,Customer 2338,Small Business,West,2021-04-25
CUST2339,Customer 2339,Education,South,2021-09-18
CUST2340,Customer 2340,Education,West,2020-11-17
CUST2341,Customer 2341,Individual,East,2020-06-22
CUST2342,Customer 2342,Small Business,North,2021-08-27
CUST2343,Customer 2343,Education,Central,2021-12-21
CUST2344,Customer 2344,Small Business,Central,2020-03-25
CUST2345,Customer 2345,Education,Central,2021-11-19
CUST2346,Customer 2346,Education,West,2022-08-15
CUST2347,Customer 2347,Education,West,2022-01-22
CUST2348,Customer 2348,Education,East,2021-07-13
CUST2349,Customer 2349,Education,North,2021-01-02
CUST2350,Customer 2350,Education,South,2021-06-27
CUST2351,Customer 2351,Enterprise,East,2020-06-17
CUST2352,Customer 2352,Individual,Central,2022-11-16
CUST2353,Customer 2353,Enterprise,East,2021-04-11
CUST2354,Customer 2354,Enterprise,North,2020-05-26
CUST2355,Customer 2355,Individual,North,2021-02-14
CUST2356,Customer 2356,Individual,South,2021-11-05
CUST2357,Customer 2357,Individual,East,2021-07-16
CUST2358,Customer 2358,Small Business,Central,2020-10-09
CUST2359,Customer 2359,Individual,North,2021-09-05
CUST2360,Customer 2360,Individual,East,2022-04-07
CUST2361,Customer 2361,Education,Central,2020-01-25
CUST2362,Customer 2362,Education,Central,2020-11-01
CUST2363,Customer 2363,Education,South,2021-04-09
CUST2364,Customer 2364,Small Business,West,2021-04-23
CUST2365,Customer 2365,Education,West,2021-11-28
CUST2366,Customer 2366,Enterprise,East,2021-01-19
CUST2367,Customer 2367,Education,West,2021-03-05
CUST2368,Customer 2368,Education,West,2020-03-02
CUST2369,Customer 2369,Individual,South,2020-09-19
CUST2370,Customer 2370,Individual,North,2022-10-20
CUST2371,Customer 2371,Individual,East,2021-04-06
CUST2372,Customer 2372,Education,West,2022-04-06
CUST2373,Customer 2373,Individual,East,2020-02-17
CUST2374,Customer 2374,Enterprise,South,2020-11-10
CUST2375,Customer 2375,Individual,Central,2022-03-11
CUST2376,Customer 2376,Education,South,2022-03-11
CUST2377,Customer 2377,Enterprise,Central,2022-03-02
CUST2378,Customer 2378,Small Business,West,2020-08-10
CUST2379,Customer 2379,Individual,Central,2022-07-13
CUST2380,Customer 2380,Individual,North,2020-12-17
CUST2381,Customer 2381,Enterprise,Central,2020-12-29
CUST2382,Customer 2382,Enterprise,Central,2022-09-27
CUST2383,Customer 2383,Enterprise,South,2021-02-11
CUST2384,Customer 2384,Enterprise,West,2021-08-04
CUST2385,Customer 2385,Small Business,South,2021-08-19
CUST2386,Customer 2386,Enterprise,West,2020-04-27
CUST2387,Customer 2387,Individual,Central,2020-01-23
CUST2388,Customer 2388,Small Business,East,2022-04-21
CUST2389,Customer 2389,Education,South,2020-08-14
CUST2390,Customer 2390,Small Business,Central,2022-05-06
CUST2391,Customer 2391,Education,North,2022-03-07
CUST2392,Customer 2392,Small Business,South,2021-02-25
CUST2393,Customer 2393,Individual,West,2022-08-30
CUST2394,Customer 2394,Small Business,Central,2021-09-27
CUST2395,Customer 2395,Small Business,Central,2022-07-28
CUST2396,Customer 2396,Individual,South,2020-01-16
CUST2397,Customer 2397,Small Business,West,2020-05-11
CUST2398,Customer 2398,Education,Central,2021-05-20
CUST2399,Customer 2399,Individual,Central,2022-10-02
CUST2400,Customer 2400,Education,West,2020-03-21
CUST2401,Customer 2401,Enterprise,East,2022-07-23
CUST2402,Customer 2402,Individual,East,2022-03-11
CUST2403,Customer 2403,Small Business,West,2021-05-25
CUST2404,Customer 2404,Small Business,Central,2022-06-03
CUST2405,Customer 2405,Education,West,2021-01-10
CUST2406,Customer 2406,Enterprise,West,2020-03-30
CUST2407,Customer 2407,Small Business,South,2021-07-14
CUST2408,Customer 2408,Individual,North,2021-03-20
CUST2409,Customer 2409,Education,West,2020-09-05
CUST2410,Customer 2410,Individual,North,2020-08-03
CUST2411,Customer 2411,Individual,West,2022-07-12
CUST2412,Customer 2412,Small Business,East,2021-02-28
CUST2413,Customer 2413,Enterprise,West,2020-02-24
CUST2414,Customer 2414,Enterprise,West,2022-02-19
CUST2415,Customer 2415,Individual,West,2021-02-02
CUST2416,Customer 2416,Education,North,2020-01-22
CUST2417,Customer 2417,Individual,North,2020-10-06
CUST2418,Customer 2418,Individual,West,2022-09-19
CUST2419,Customer 2419,Education,North,2020-06-18
CUST2420,Customer 2420,Small Business,West,2020-10-14
CUST2421,Customer 2421,Education,East,2020-11-26
CUST2422,Customer 2422,Small Business,North,2020-07-24
CUST2423,Customer 2423,Small Business,East,2020-09-11
CUST2424,Customer 2424,Education,South,2020-06-07
CUST2425,Customer 2425,Enterprise,East,2020-11-10
CUST2426,Customer 2426,Education,East,2020-12-30
CUST2427,Customer 2427,Small Business,North,2022-12-26
CUST2428,Customer 2428,Small Business,West,2020-04-07
CUST2429,Customer 2429,Enterprise,West,2021-09-23
CUST2430,Customer 2430,Education,North,2020-01-10
CUST2431,Customer 2431,Enterprise,West,2021-02-17
CUST2432,Customer 2432,Small Business,East,2021-05-03
CUST2433,Customer 2433,Small Business,North,2020-02-02
CUST2434,Customer 2434,Education,North,2020-01-30
CUST2435,Customer 2435,Individual,South,2020-05-09
CUST2436,Customer 2436,Small Business,North,2020-12-09
CUST2437,Customer 2437,Small Business,North,2022-05-01
CUST2438,Customer 2438,Enterprise,East,2021-10-22
CUST2439,Customer 2439,Small Business,Central,2021-02-28
CUST2440,Customer 2440,Education,West,2020-09-04
CUST2441,Customer 2441,Small Business,South,2020-08-04
CUST2442,Customer 2442,Individual,East,2020-12-21
CUST2443,Customer 2443,Enterprise,West,2021-10-09
CUST2444,Customer 2444,Enterprise,West,2021-03-11
CUST2445,Customer 2445,Education,South,2020-05-15
CUST2446,Customer 2446,Individual,Central,2022-01-25
CUST2447,Customer 2447,Enterprise,North,2021-03-23
CUST2448,Customer 2448,Education,East,2022-10-20
CUST2449,Customer 2449,Enterprise,Central,2020-12-17
CUST2450,Customer 2450,Individual,North,2021-10-26
CUST2451,Customer 2451,Education,South,2021-11-11
CUST2452,Customer 2452,Small Business,East,2022-09-14
CUST2453,Customer 2453,Enterprise,East,2020-02-06
CUST2454,Customer 2454,Education,West,2022-11-12
CUST2455,Customer 2455,Small Business,Central,2020-01-28
CUST2456,Customer 2456,Small Business,North,2020-09-11
CUST2457,Customer 2457,Individual,South,2022-05-27
CUST2458,Customer 2458,Small Business,Central,2020-06-11
CUST2459,Customer 2459,Enterprise,South,2022-02-06
CUST2460,Customer 2460,Education,East,2021-02-17
CUST2461,Customer 2461,Small Business,West,2021-02-22
CUST2462,Customer 2462,Enterprise,South,2022-06-27
CUST2463,Customer 2463,Individual,South,2021-07-23
CUST2464,Customer 2464,Individual,North,2022-12-02
CUST2465,Customer 2465,Education,East,2020-02-18
CUST2466,Customer 2466,Small Business,East,2021-12-02
CUST2467,Customer 2467,Small Business,South,2020-04-20
CUST2468,Customer 2468,Small Business,South,2022-02-20
CUST2469,Customer 2469,Individual,South,2022-06-24
CUST2470,Customer 2470,Enterprise,North,2022-10-03
CUST2471,Customer 2471,Enterprise,South,2020-04-16
CUST2472,Customer 2472,Small Business,South,2020-09-14
CUST2473,Customer 2473,Enterprise,South,2021-02-22
CUST2474,Customer 2474,Small Business,Central,2020-06-09
CUST2475,Customer 2475,Education,West,2021-09-29
CUST2476,Customer 2476,Small Business,South,2021-05-16
CUST2477,Customer 2477,Education,South,2021-05-24
CUST2478,Customer 2478,Individual,East,2022-07-07
CUST2479,Customer 2479,Small Business,East,2022-09-12
CUST2480,Customer 2480,Enterprise,East,2022-03-26
CUST2481,Customer 2481,Education,South,2022-08-22
CUST2482,Customer 2482,Education,West,2022-10-31
CUST2483,Customer 2483,Education,South,2022-09-14
CUST2484,Customer 2484,Enterprise,West,2022-05-25
CUST2485,Customer 2485,Enterprise,East,2020-11-08
CUST2486,Customer 2486,Small Business,East,2022-02-18
CUST2487,Customer 2487,Education,East,2022-07-17
CUST2488,Customer 2488,Individual,West,2022-09-11
CUST2489,Customer 2489,Enterprise,East,2020-10-06
CUST2490,Customer 2490,Education,South,2020-11-12
CUST2491,Customer 2491,Small Business,North,2020-01-27
CUST2492,Customer 2492,Individual,West,2022-04-08
CUST2493,Customer 2493,Education,West,2022-02-03
CUST2494,Customer 2494,Education,West,2021-09-22
CUST2495,Customer 2495,Enterprise,West,2020-03-20
CUST2496,Customer 2496,Enterprise,West,2020-11-28
CUST2497,Customer 2497,Small Business,West,2021-06-06
CUST2498,Customer 2498,Individual,Central,2022-09-27
CUST2499,Customer 2499,Individual,North,2022-02-28
CUST2500,Customer 2500,Education,South,2021-05-11
CUST2501,Customer 2501,Education,North,2022-01-10
CUST2502,Customer 2502,Enterprise,South,2021-06-19
CUST2503,Customer 2503,Education,South,2021-06-04
CUST2504,Customer 2504,Small Business,Central,2020-11-26
CUST2505,Customer 2505,Enterprise,North,2020-07-08
CUST2506,Customer 2506,Education,West,2020-06-13
CUST2507,Customer 2507,Small Business,West,2020-12-05
CUST2508,Customer 2508,Education,East,2021-09-10
CUST2509,Customer 2509,Education,Central,2021-09-22
CUST2510,Customer 2510,Education,North,2020-08-11
CUST2511,Customer 2511,Individual,South,2021-07-04
CUST2512,Customer 2512,Small Business,West,2021-09-22
CUST2513,Customer 2513,Enterprise,South,2022-10-04
CUST2514,Customer 2514,Enterprise,North,2020-05-23
CUST2515,Customer 2515,Education,Central,2022-05-03
CUST2516,Customer 2516,Individual,West,2020-12-15
CUST2517,Customer 2517,Small Business,East,2021-01-16
CUST2518,Customer 2518,Small Business,South,2022-09-23
CUST2519,Customer 2519,Small Business,Central,2020-08-13
CUST2520,Customer 2520,Education,Central,2021-03-11
CUST2521,Customer 2521,Small Business,South,2020-04-30
CUST2522,Customer 2522,Small Business,South,2021-06-15
CUST2523,Customer 2523,Education,West,2020-08-11
CUST2524,Customer 2524,Small Business,North,2021-08-23
CUST2525,Customer 2525,Enterprise,West,2020-09-12
CUST2526,Customer 2526,Individual,North,2021-12-01
CUST2527,Customer 2527,Enterprise,Central,2021-04-25
CUST2528,Customer 2528,Education,West,2020-07-25
CUST2529,Customer 2529,Enterprise,North,2021-06-28
CUST2530,Customer 2530,Enterprise,Central,2020-03-26
CUST2531,Customer 2531,Enterprise,South,2022-12-05
CUST2532,Customer 2532,Enterprise,West,2022-12-01
CUST2533,Customer 2533,Individual,West,2022-08-27
CUST2534,Customer 2534,Individual,Central,2022-05-29
CUST2535,Customer 2535,Individual,East,2021-12-03
CUST2536,Customer 2536,Individual,South,2022-01-09
CUST2537,Customer 2537,Education,West,2020-04-27
CUST2538,Customer 2538,Individual,East,2020-07-24
CUST2539,Customer 2539,Enterprise,West,2022-04-02
CUST2540,Customer 2540,Small Business,North,2020-09-08
CUST2541,Customer 2541,Individual,South,2022-01-24
CUST2542,Customer 2542,Education,Central,2022-08-31
CUST2543,Customer 2543,Education,South,2020-01-07
CUST2544,Customer 2544,Individual,North,2022-01-07
CUST2545,Customer 2545,Enterprise,East,2022-06-28
CUST2546,Customer 2546,Small Business,Central,2022-09-19
CUST2547,Customer 2547,Education,Central,2020-06-15
CUST2548,Customer 2548,Individual,West,2022-09-02
CUST2549,Customer 2549,Enterprise,West,2021-08-24
CUST2550,Customer 2550,Small Business,South,2022-12-01
CUST2551,Customer 2551,Enterprise,South,2022-10-16
CUST2552,Customer 2552,Enterprise,East,2022-08-14
CUST2553,Customer 2553,Small Business,West,2020-08-24
